price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,sqft_total
1129912,4.0,3,2,0,0,3,9.5,2006,0,47.478,-122.038,344093.0
245000,2.0,1,1,0,0,3,7.0,1948,0,47.7503,-122.328,7840.0
1129912,4.0,2,2,0,0,4,9.0,1968,0,47.5344,-122.224,16647.0
184500,3.0,1,2,0,0,3,6.0,1983,0,47.334,-122.214,6200.0
269000,2.0,2,1,0,0,3,8.0,1986,0,47.319,-122.394,8080.0
570000,3.0,2,2,0,0,3,8.0,1998,0,47.6181,-122.138,6356.0
850000,4.0,1,1,0,0,4,8.0,1961,0,47.5392,-122.228,16614.0
209000,3.0,1,1,0,0,4,6.0,1969,0,47.3647,-122.082,7040.0
327000,4.0,1,1,0,0,4,5.5,1933,0,47.5209,-122.205,8780.0
369500,3.0,1,1,0,0,4,7.0,1961,0,47.7303,-122.298,13257.0
440000,3.0,1,1,0,0,4,7.0,1976,0,47.7287,-122.192,11545.0
947500,4.0,2,1,0,0,4,9.5,1968,0,47.5639,-122.216,18909.0
510000,2.0,1,1,0,0,4,7.0,1919,0,47.6059,-122.295,7040.0
385000,3.0,2,1,0,0,3,7.0,1941,0,47.7466,-122.347,13518.0
370000,5.0,3,1,0,0,3,8.0,1990,0,47.3211,-122.277,15260.0
660000,4.0,1,1,0,2,3,7.0,1922,0,47.6797,-122.359,8420.0
729000,3.0,3,2,0,2,4,9.0,1976,0,47.3979,-122.416,314680.0
440000,3.0,1,2,0,0,3,8.0,1979,0,47.5882,-122.052,15880.0
445000,4.0,2,1,0,0,3,8.0,2000,0,47.369,-122.156,86612.0
460000,2.0,1,1,0,0,4,7.0,1938,0,47.7023,-122.276,14952.0
516000,3.0,3,1,0,0,3,9.0,1971,0,47.5982,-122.172,11964.0
343888,4.0,2,2,0,0,3,7.0,2002,0,47.4365,-122.144,9727.0
500000,4.0,1,1,0,0,4,7.0,1965,0,47.6294,-122.116,14366.0
465000,5.0,1,1,0,1,3,8.0,1958,0,47.4959,-122.367,11110.0
302000,5.0,2,2,0,0,3,7.0,1986,0,47.3651,-122.051,12173.0
195000,2.0,1,1,0,0,4,6.0,1913,0,47.3007,-122.228,10421.0
640000,3.0,2,2,0,0,3,8.0,1991,0,47.6314,-122.027,13205.0
502000,5.5,2,1,0,0,3,8.0,1977,0,47.5886,-122.113,13902.0
360000,3.0,2,2,0,0,3,8.0,1998,0,47.7732,-122.163,6811.0
290500,4.0,2,2,0,0,3,7.0,2003,0,47.494,-122.279,6360.0
248000,4.0,3,2,0,0,3,7.0,2006,0,47.2734,-122.251,10209.0
433000,4.0,2,2,0,0,4,7.0,2001,0,47.5115,-122.194,12128.0
480000,2.0,1,1,0,0,3,7.0,1980,0,47.6249,-122.298,5840.0
410000,3.0,1,1,0,0,3,7.0,1957,0,47.7211,-122.308,7660.0
309950,4.0,2,2,0,0,3,7.0,2006,0,47.3614,-122.035,9620.0
253000,3.0,2,1,0,0,5,7.0,1990,0,47.3658,-122.085,9952.0
280000,3.0,1,1,0,0,4,7.0,1971,0,47.4863,-121.73,15060.0
440000,3.0,1,1,0,0,3,7.0,1958,0,47.6782,-122.162,11745.0
333000,5.0,1,1,0,0,3,7.0,1954,0,47.5738,-122.136,11416.0
759950,3.0,2,2,0,0,3,9.0,2002,0,47.5882,-122.011,29990.0
345000,3.0,2,2,0,0,3,7.0,1979,0,47.4487,-121.775,13040.0
350000,4.0,2,2,0,0,3,8.0,2007,0,47.3454,-122.039,10831.0
198000,2.0,1,1,0,0,3,7.0,1951,0,47.459,-122.285,15780.0
730000,3.0,1,1,0,0,4,7.0,1952,0,47.5923,-122.197,15374.0
266200,3.0,1,1,0,0,4,7.0,1966,0,47.4737,-122.15,12460.0
1060000,4.0,2,2,0,0,5,8.0,1967,0,47.5645,-122.219,14660.0
95000,2.0,1,1,0,0,2,6.0,1948,0,47.4338,-122.183,22590.0
430000,3.0,1,1,0,0,3,8.0,1981,0,47.6236,-122.04,15331.0
650000,4.0,2,2,0,0,4,7.0,1973,0,47.7261,-122.246,14851.0
379900,3.0,2,2,0,0,3,8.0,2004,0,47.3506,-122.04,9451.0
325000,2.0,1,2,0,0,3,7.0,2004,0,47.7178,-122.318,3102.0
455000,4.0,2,1,0,0,4,7.0,1958,0,47.6079,-122.123,11929.0
392000,4.0,3,1,0,0,4,6.0,1917,0,47.5574,-122.315,8237.0
373000,3.0,1,1,0,0,3,7.0,1976,0,47.7319,-122.167,10431.0
951250,5.0,3,1,0,2,3,8.0,1953,0,47.6505,-122.39,13647.0
502000,3.0,2,1,0,0,3,7.0,1955,2013,47.5736,-122.152,16950.0
362500,3.0,2,1,0,0,3,7.0,2000,0,47.4252,-122.159,44468.0
525000,2.0,1,1,0,3,3,7.0,1924,0,47.6667,-122.356,5660.0
580000,4.0,2,1,0,0,4,7.0,1977,0,47.6964,-122.118,15900.0
278000,3.0,2,1,0,0,3,7.0,1985,0,47.4291,-122.16,12605.0
422500,2.0,1,1,0,0,4,7.0,1923,0,47.5536,-122.377,6620.0
783200,4.0,2,1,0,2,3,7.0,1900,0,47.637,-122.367,8580.0
715000,4.0,2,2,0,0,3,9.0,2003,0,47.5994,-121.975,13208.0
472217,3.0,2,2,0,0,3,8.0,2014,0,47.5523,-121.998,6232.0
244615,3.0,2,2,0,0,3,7.0,1999,0,47.3909,-122.238,8150.0
385000,3.0,1,1,0,0,3,6.0,1944,0,47.7183,-122.306,17408.0
549995,3.0,1,1,0,0,3,7.0,1943,0,47.6712,-122.267,8840.0
959900,4.0,3,2,0,0,3,9.5,2004,0,47.5888,-121.971,22251.0
510000,5.5,3,2,0,0,3,8.0,1980,0,47.6798,-122.104,13800.0
367000,3.0,1,1,0,3,4,7.0,1965,0,47.3579,-122.446,16669.0
375000,5.0,3,2,0,0,3,8.0,1990,0,47.4401,-122.126,13770.0
500000,2.0,2,3,0,0,3,8.0,2007,0,47.6719,-122.382,3914.0
489000,2.0,2,3,0,0,3,8.0,2007,0,47.6719,-122.382,3914.0
340000,3.0,2,2,0,0,3,7.0,2000,0,47.5552,-122.381,3000.0
562000,3.0,1,1,0,0,5,7.0,1957,0,47.5793,-122.294,9738.0
489950,3.0,2,2,0,0,3,9.0,2002,0,47.7362,-121.974,12278.0
652000,3.0,2,1,0,0,4,8.0,1968,0,47.6341,-122.103,13440.0
472000,4.0,3,2,0,0,3,8.0,1999,0,47.3747,-122.156,15590.0
333000,4.0,2,1,0,0,4,6.0,1963,0,47.4918,-122.141,13064.0
560000,3.0,1,1,0,0,3,8.0,1953,0,47.7061,-122.368,11350.0
799000,4.0,3,2,0,4,3,9.5,1990,0,47.355,-122.319,26687.0
860000,5.0,2,2,0,0,3,8.0,1979,0,47.5585,-122.153,16160.0
449500,4.0,2,2,0,0,3,9.0,1989,0,47.3109,-122.097,60751.0
692500,4.0,3,2,0,0,3,9.5,1991,0,47.5826,-122.028,17140.0
925000,4.0,1,1,0,0,4,9.0,1976,0,47.561,-122.153,16820.0
267500,3.0,2,1,0,0,3,7.0,2003,0,47.4198,-122.158,7016.0
396800,4.0,2,2,0,0,3,8.0,2010,0,47.7338,-121.966,10418.0
220000,4.0,1,1,0,0,5,7.0,1969,0,47.2966,-122.19,10418.0
892500,3.0,1,1,0,1,3,9.0,1959,0,47.7665,-122.372,60432.0
455500,3.0,2,1,0,0,4,7.0,1975,0,47.6771,-122.156,13231.0
743000,3.0,1,1,0,0,4,8.0,1961,0,47.5402,-122.216,15470.0
338000,4.0,1,1,0,0,4,6.0,1951,0,47.7501,-122.302,21505.0
332000,3.0,1,1,0,0,3,7.0,1978,0,47.5021,-121.77,15795.0
563225,3.0,1,1,0,0,4,7.0,1918,0,47.6268,-122.297,8920.0
1129912,4.0,3,2,0,0,3,9.5,1990,0,47.7255,-122.059,28109.0
645000,2.0,1,1,0,0,3,7.0,1920,0,47.6634,-122.351,7480.0
739000,3.0,2,2,0,0,4,9.0,1981,0,47.693,-122.187,21500.0
435000,3.0,2,2,0,0,3,9.0,1993,0,47.7345,-121.961,18506.0
995000,3.0,2,2,0,0,5,9.0,1914,0,47.638,-122.317,10200.0
520000,4.0,2,1,0,0,3,7.0,1986,0,47.7145,-122.225,11397.0
400000,4.0,2,2,0,0,3,7.0,1987,0,47.2953,-122.097,186323.0
440000,3.0,1,1,0,0,3,7.0,1978,0,47.7307,-122.219,12341.0
440000,3.0,1,1,0,0,3,7.0,1946,0,47.6955,-122.291,9390.0
738000,3.0,1,1,0,0,4,7.0,1921,0,47.6545,-122.336,6460.0
250000,3.0,1,1,0,0,3,7.0,1963,0,47.7612,-122.234,12188.0
338150,4.0,2,2,0,0,3,8.0,1992,0,47.2087,-122.009,13980.0
425000,3.0,2,1,0,0,3,7.0,1979,0,47.7584,-122.145,10971.0
883000,4.0,2,2,0,0,3,9.5,1999,0,47.6211,-122.016,61790.0
510000,3.0,2,1,0,0,3,7.0,1983,0,47.6609,-121.892,270851.0
950000,4.0,1,1,0,1,4,9.0,1962,0,47.5847,-122.081,27503.0
435000,3.0,1,1,0,0,5,7.0,1955,0,47.567,-122.139,11896.0
415000,5.0,1,1,0,0,3,7.0,1961,0,47.7226,-122.227,14026.0
439000,2.0,2,2,0,0,3,9.0,2004,0,47.5591,-122.385,3644.0
295832,5.0,1,1,0,0,5,7.0,1955,0,47.4207,-122.334,9220.0
285000,3.0,1,1,0,0,4,7.0,1967,0,47.4088,-122.21,12634.0
350000,3.0,1,1,0,0,3,7.0,1962,0,47.703,-122.321,7183.0
489000,2.0,2,2,0,0,3,7.0,2006,0,47.621,-122.298,3902.0
304500,3.0,2,1,0,0,3,7.0,1974,0,47.3536,-122.317,10510.0
288000,3.0,1,1,0,0,4,7.0,1968,0,47.4568,-122.21,9913.0
417000,3.0,1,1,0,0,3,8.0,1980,0,47.7606,-122.167,13352.0
615000,3.0,3,2,0,0,3,8.0,2005,0,47.6408,-122.327,3831.0
730000,5.0,3,2,0,3,3,9.0,2004,0,47.7398,-122.167,12377.0
178500,2.0,1,1,0,0,4,8.0,1978,0,47.3822,-122.318,5307.0
300000,4.0,2,1,0,0,5,7.0,1965,0,47.4091,-122.313,12760.0
415000,4.0,2,1,0,3,3,7.0,1955,0,47.5073,-122.234,12858.0
452500,3.0,1,1,0,0,4,8.0,1959,0,47.4155,-122.339,19775.0
1010000,4.0,2,1,0,4,3,9.5,2005,0,47.5364,-121.856,22737.0
653000,4.0,2,2,0,0,4,9.0,1989,0,47.5659,-122.013,11320.0
715000,4.0,2,1,0,0,5,8.0,1941,0,47.6496,-122.407,9769.0
541000,3.0,1,1,0,0,4,7.0,1927,0,47.6695,-122.32,6900.0
245000,4.0,1,1,0,0,4,7.0,1960,0,47.3714,-122.309,11247.0
547000,2.0,1,1,0,0,4,7.0,1922,0,47.719,-122.339,12778.0
750000,5.0,2,1,0,0,3,9.5,1976,0,47.6318,-122.058,18878.0
575000,5.0,2,1,0,0,3,8.0,1959,0,47.7412,-122.354,16315.0
216000,3.0,1,1,0,0,4,6.0,1984,0,47.3156,-122.186,11290.0
443000,3.0,1,1,0,0,4,6.0,1916,0,47.7061,-122.352,7859.0
257700,4.0,2,2,0,0,4,7.0,1986,0,47.3784,-122.046,9402.0
278000,3.0,1,1,0,0,3,7.0,1978,0,47.4657,-121.747,11900.0
300000,3.0,2,2,0,0,3,7.0,2003,0,47.3364,-122.169,8171.0
269100,3.0,2,2,0,0,3,8.0,1995,0,47.2617,-122.21,12284.0
402500,3.0,1,1,0,0,4,7.0,1929,0,47.7648,-122.35,12732.0
306888,2.0,1,2,0,0,3,7.0,1981,0,47.5128,-122.189,9739.0
795000,4.0,2,2,0,0,4,9.5,1978,0,47.6196,-122.15,20050.0
525000,4.0,2,2,0,0,4,9.0,2003,0,47.5197,-122.2,10193.0
1050000,3.0,2,2,0,3,3,9.5,1988,0,47.5319,-122.238,19016.0
452000,2.0,1,1,0,0,3,6.0,1938,0,47.5647,-122.27,8440.0
350000,3.0,2,2,0,0,3,7.0,2000,0,47.737,-121.967,8501.0
410000,4.0,2,2,0,0,3,8.0,2007,0,47.4915,-122.183,10320.0
595000,3.0,1,1,0,0,3,7.0,1905,1985,47.6389,-122.371,7720.0
499000,3.0,2,2,0,0,3,7.0,2004,0,47.6795,-122.034,8231.0
340000,4.0,2,2,0,0,3,8.0,2001,0,47.2614,-122.29,12655.0
1065000,5.0,3,2,0,0,3,9.5,2001,0,47.6906,-122.202,14687.0
460000,4.0,3,2,0,0,3,8.0,1991,0,47.3577,-122.195,57443.0
345000,4.0,2,2,0,0,3,8.0,2011,0,47.2793,-122.295,10663.0
280500,3.0,2,2,0,0,3,7.0,1990,0,47.3566,-122.039,10806.0
704000,3.0,1,1,0,0,3,7.0,1926,0,47.6822,-122.309,8400.0
545000,3.0,2,2,0,0,4,8.0,1990,0,47.4786,-122.066,44453.0
335000,3.0,1,1,0,0,5,7.0,1962,0,47.5091,-122.19,11384.0
1129912,4.0,3,1,0,3,3,9.5,1988,0,47.6773,-122.403,14550.0
420000,3.0,2,1,0,0,3,7.0,1965,0,47.3293,-122.306,12600.0
705000,4.0,2,1,0,0,5,7.0,1937,0,47.6885,-122.324,9130.0
274900,4.0,1,1,0,0,3,7.0,1990,0,47.2987,-122.385,14208.0
499950,4.0,2,2,0,0,3,8.0,2004,0,47.7735,-122.158,9065.0
415250,3.0,1,1,0,0,4,7.0,1953,0,47.7566,-122.337,10350.0
222000,3.0,1,1,0,0,4,7.0,1958,0,47.285,-122.207,9500.0
375000,3.0,2,1,0,0,4,7.0,1980,0,47.3925,-122.137,48487.0
300000,3.0,2,2,0,0,3,7.0,1995,0,47.4016,-122.209,8987.0
456700,3.0,1,1,0,0,5,7.0,1920,1957,47.5094,-122.376,14519.0
925500,3.0,2,1,0,3,3,8.0,1915,2002,47.5374,-122.388,9140.0
375000,5.0,2,1,0,0,4,8.0,1975,0,47.4693,-122.117,21278.0
420000,3.0,2,2,0,2,3,9.0,1993,0,47.3803,-122.147,20115.0
575000,3.0,2,2,0,0,3,8.0,2004,0,47.7614,-122.139,12521.0
335000,3.0,2,1,0,0,3,6.0,1915,0,47.5763,-122.309,4631.0
428000,4.0,2,1,0,0,3,7.0,1958,0,47.6169,-122.294,9800.0
655000,4.0,2,1,0,0,4,8.0,1977,0,47.7654,-122.076,40918.0
738000,3.0,3,2,0,0,3,9.0,2006,0,47.6932,-122.133,10156.0
415000,5.0,1,1,0,0,3,7.0,1965,0,47.7027,-122.349,7668.0
392000,3.0,1,1,0,0,4,6.0,1945,0,47.5343,-122.37,8305.0
555000,2.0,1,1,0,0,4,7.0,1941,0,47.686,-122.384,7700.0
260000,3.0,2,2,0,0,3,7.0,2005,0,47.4339,-122.194,6217.0
392500,3.0,1,1,0,0,3,6.0,1940,0,47.567,-121.893,13280.0
912000,3.0,2,2,0,2,3,9.5,1993,0,47.5503,-122.118,23271.0
135000,2.0,1,1,0,0,3,6.0,1943,0,47.5057,-122.348,9269.0
500000,3.0,2,1,0,0,3,7.0,1978,0,47.7695,-122.126,80656.0
238000,3.0,1,1,0,0,4,7.0,1975,0,47.3314,-122.275,10208.0
251000,4.0,2,1,0,0,5,7.0,1972,0,47.5008,-122.257,9274.0
406500,2.0,1,2,0,0,4,8.0,1978,0,47.6647,-122.13,8339.0
433495,4.0,2,2,0,0,4,9.0,1988,0,47.3326,-122.201,16945.0
265000,3.0,2,1,0,0,4,7.0,1985,0,47.3619,-122.077,9091.0
360000,3.0,1,1,0,0,3,8.0,1957,0,47.7187,-122.33,11160.0
425000,4.0,1,1,0,0,5,7.0,1955,0,47.5729,-122.147,16085.0
450000,2.0,2,1,0,0,3,7.0,1968,0,47.4869,-122.243,16825.0
449900,3.0,1,1,0,0,5,7.0,1954,0,47.7708,-122.339,11786.0
345000,4.0,2,2,0,0,3,8.0,2004,0,47.5051,-122.17,9955.0
612500,4.0,2,1,0,0,3,7.0,1967,0,47.6149,-122.124,38726.0
317000,3.0,1,1,0,0,4,8.0,1977,0,47.4435,-122.128,10710.0
585000,3.0,1,1,0,0,4,8.0,1929,0,47.6835,-122.392,7500.0
455000,3.0,1,1,0,0,3,7.0,1981,0,47.4818,-121.733,16652.0
1035000,4.0,3,2,0,0,3,9.5,1991,0,47.7226,-122.039,59738.0
497000,4.0,2,2,0,0,4,8.0,1968,0,47.6324,-122.106,7963.0
226750,3.0,1,1,0,0,3,7.0,1992,0,47.2803,-122.356,8455.0
385000,4.0,2,1,0,0,3,7.0,1950,0,47.7447,-122.324,10742.0
205000,3.0,0,1,0,0,3,5.5,1948,0,47.4936,-122.335,7185.0
745000,4.0,2,2,0,0,4,9.0,1989,0,47.5845,-122.06,18613.0
371000,4.0,2,2,0,0,3,8.0,2005,0,47.3526,-122.0,9870.0
545000,4.0,2,2,0,0,3,8.0,1991,0,47.5703,-121.998,12664.0
443000,3.0,1,1,0,0,4,7.0,1931,0,47.7321,-122.334,8020.0
287000,2.0,1,1,0,0,3,7.0,1951,0,47.528,-122.352,8250.0
194000,3.0,1,1,0,0,3,7.0,1983,0,47.2891,-122.357,9677.0
265000,3.0,1,1,0,0,5,7.0,1957,0,47.4922,-122.178,11250.0
1129912,4.0,2,1,0,2,4,9.0,1963,0,47.5606,-122.225,17354.0
699950,4.0,3,2,0,1,3,9.0,1987,0,47.4357,-122.343,20141.0
433000,4.0,1,1,0,0,3,7.0,1950,0,47.7037,-122.293,10420.0
200000,2.0,1,1,0,0,3,6.0,2003,0,47.3493,-122.025,4513.0
289571,3.0,1,1,0,0,3,7.0,1968,0,47.475,-122.111,27840.0
440000,4.0,2,1,0,0,3,8.0,1967,0,47.7686,-122.278,15714.0
400000,3.0,1,1,0,0,3,7.0,1960,0,47.6119,-122.133,11380.0
589000,4.0,2,2,0,0,5,8.0,1962,0,47.5262,-122.028,20260.0
850000,5.0,2,2,0,0,3,9.0,1986,0,47.6624,-122.062,103861.0
520000,3.0,1,1,0,0,3,7.0,1903,0,47.6033,-122.3,4880.0
555000,2.0,2,2,0,0,3,7.0,2000,0,47.6399,-122.32,3988.0
470000,3.0,2,2,0,0,3,7.0,2004,0,47.5297,-121.846,10042.0
207000,2.0,1,2,0,0,3,7.0,1990,0,47.753,-122.244,3294.0
379750,4.0,2,1,0,2,3,8.0,1976,0,47.3438,-122.322,14430.0
709000,4.0,1,1,0,0,3,7.0,1950,0,47.6894,-122.384,8940.0
240000,3.0,2,1,0,0,3,7.0,1993,0,47.3186,-122.171,12904.0
445500,4.0,1,1,0,0,4,8.0,1953,0,47.4321,-122.347,14917.0
1129912,5.0,2,1,0,3,5,8.0,1959,0,47.6398,-122.39,14063.0
210000,3.0,1,1,0,0,4,7.0,1959,0,47.4919,-122.151,12445.0
603000,4.0,2,2,0,0,3,8.0,1999,0,47.6066,-122.016,11235.0
720000,3.0,2,2,0,0,3,9.5,1987,0,47.6295,-122.051,15052.0
92000,2.0,1,1,0,0,3,5.5,1947,0,47.5045,-122.329,7020.0
600000,3.0,1,2,0,0,4,7.0,1901,0,47.6722,-122.379,7620.0
725000,4.0,2,1,0,3,4,8.0,1948,0,47.4938,-122.364,19450.0
409950,5.0,2,1,0,0,3,7.0,1961,0,47.7718,-122.292,13880.0
515000,3.0,2,2,0,0,3,8.0,1989,0,47.6176,-122.045,10747.0
495000,4.0,2,1,0,0,5,8.0,1968,0,47.4485,-122.139,16440.0
998000,4.0,2,2,0,0,4,9.0,1973,0,47.5336,-122.225,15040.0
630000,3.0,1,1,0,0,4,8.0,1986,0,47.6945,-122.188,12187.0
410000,3.0,1,1,0,0,3,8.0,1972,0,47.7734,-122.359,11480.0
602000,3.0,2,1,0,0,4,8.0,1979,0,47.5503,-122.155,14740.0
750000,4.0,2,1,0,0,5,8.0,1980,0,47.5515,-122.153,14852.0
711600,4.0,3,2,0,0,3,9.5,1991,0,47.595,-122.133,16476.0
1050000,4.0,3,2,0,0,3,9.5,2006,0,47.5369,-122.07,17259.0
700500,3.0,2,2,0,0,3,9.0,1981,0,47.7354,-122.095,40385.0
710000,4.0,2,2,0,1,3,9.5,1991,0,47.5326,-122.181,25058.0
250000,3.0,2,1,0,0,3,7.0,1985,0,47.3298,-122.277,16405.0
350000,4.0,1,1,0,0,5,7.0,1964,0,47.5017,-122.165,13240.0
475000,5.5,3,1,0,0,3,7.0,1961,0,47.7153,-122.327,35439.0
200000,2.0,1,1,0,0,2,6.0,1920,0,47.5604,-122.275,8860.0
450000,4.0,2,1,0,0,4,7.0,1972,0,47.719,-122.217,10420.0
316000,5.0,2,2,0,0,3,7.0,2005,0,47.4325,-122.146,9841.0
310000,1.5,1,1,0,0,3,5.5,1920,0,47.5342,-122.373,6260.0
392000,3.0,1,1,0,0,4,7.0,1970,0,47.4658,-121.758,14975.0
521000,3.0,3,3,0,0,3,8.0,2000,0,47.6535,-122.353,4174.0
495000,2.0,2,1,0,0,3,7.0,1949,0,47.6932,-122.395,10190.0
209000,3.0,1,1,0,0,4,7.0,1967,0,47.3364,-122.276,10584.0
809950,4.0,2,1,0,0,5,9.0,1959,0,47.5979,-122.173,14360.0
400000,2.0,1,1,0,0,3,7.0,1950,2008,47.4327,-122.06,228369.0
415000,4.0,2,1,0,0,3,8.0,1980,0,47.7749,-122.339,12092.0
411000,4.0,2,2,0,0,4,8.0,1978,0,47.2831,-122.279,81405.0
825000,2.0,2,1,0,0,4,7.0,1926,0,47.6359,-122.351,7260.0
436000,3.0,2,3,0,0,3,8.0,2008,0,47.691,-122.342,4344.0
460000,4.0,2,2,0,0,3,9.0,1991,0,47.4357,-122.159,13571.0
281000,3.0,1,1,0,0,4,6.0,1959,0,47.524,-121.821,8382.0
976000,4.0,1,1,0,3,3,8.0,1956,0,47.646,-122.39,13860.0
485000,4.0,2,2,0,0,3,8.0,1995,0,47.4832,-121.799,15164.0
429000,3.0,2,2,0,0,3,7.0,1984,0,47.6258,-122.058,12100.0
729000,3.0,2,2,0,0,3,9.0,1990,0,47.5489,-122.185,12388.0
625000,3.0,2,2,0,0,3,8.0,2003,0,47.5901,-122.018,9317.0
218500,3.0,1,1,0,0,4,7.0,1987,0,47.2766,-122.146,12108.0
175000,3.0,1,1,0,0,4,7.0,1960,0,47.3322,-122.337,10455.0
442500,3.0,1,1,0,0,4,7.0,1938,0,47.7254,-122.29,10440.0
480000,3.0,2,2,0,0,3,7.0,1986,0,47.6728,-122.325,5600.0
715500,3.0,2,1,0,1,4,8.0,1965,0,47.6996,-122.391,14488.0
432500,3.0,1,1,0,0,3,8.0,1963,0,47.6687,-122.154,10290.0
875000,5.0,3,2,0,0,3,9.5,2005,0,47.6347,-122.013,27581.0
605000,5.0,2,2,0,0,4,8.0,1940,1991,47.4977,-122.359,19152.0
1129912,4.0,3,3,0,2,3,9.5,2002,0,47.55,-122.103,20911.0
318000,3.0,2,1,0,0,5,7.0,1982,0,47.4972,-122.264,16042.0
311300,2.0,1,1,0,0,4,7.0,1947,0,47.7294,-122.352,9228.0
325000,5.0,2,1,0,0,3,7.0,1992,0,47.4683,-122.263,12704.0
795000,5.0,3,2,0,0,3,9.0,2008,0,47.5567,-122.124,10365.0
558000,4.0,2,1,0,0,4,8.0,1962,0,47.5478,-122.174,14478.0
370000,4.0,2,2,0,0,3,9.0,1995,0,47.2902,-122.342,24825.0
598850,4.0,2,2,0,0,3,8.0,1993,0,47.6318,-122.023,11945.0
515700,3.0,2,2,0,0,3,8.0,1994,0,47.527,-122.173,14082.0
458000,3.0,2,2,0,0,3,8.0,2003,0,47.7552,-122.221,8753.0
583500,3.0,2,2,0,0,4,9.5,1985,0,47.3823,-122.159,20060.0
653750,4.0,2,2,0,0,3,9.0,2003,0,47.7072,-122.232,9086.0
299000,3.0,2,2,0,0,3,8.0,2011,0,47.3548,-122.055,8025.0
532000,5.0,3,1,0,0,4,8.0,1976,0,47.4574,-122.024,64459.0
819000,3.0,2,2,0,3,4,9.0,1985,0,47.3429,-122.33,19743.0
945000,4.0,2,1,0,4,5,9.0,1967,0,47.4884,-122.363,13840.0
608700,4.0,2,1,0,0,3,9.0,1983,0,47.643,-122.066,14216.0
812000,4.0,2,1,0,2,4,8.0,1949,0,47.6506,-122.405,10882.0
464000,5.0,2,1,0,0,4,8.0,1959,0,47.7358,-122.335,15470.0
950000,4.0,2,2,0,0,3,9.5,1989,0,47.6908,-122.051,42591.0
700000,4.0,2,2,0,0,3,8.0,2005,0,47.6955,-122.289,9641.0
435000,3.0,1,1,0,0,3,7.0,1939,0,47.6867,-122.378,6579.0
229500,3.0,1,1,0,0,4,7.0,1954,0,47.2887,-122.269,18020.0
1129912,3.0,3,1,1,4,4,8.0,1952,0,47.4414,-122.354,27892.0
265000,3.0,2,1,0,0,4,7.0,1963,0,47.2811,-122.299,16339.0
995000,2.0,2,1,0,0,3,7.0,1950,0,47.7344,-122.143,67668.0
590000,3.0,2,1,0,0,5,8.0,1975,0,47.7756,-122.273,14680.0
740000,4.0,2,2,0,2,3,9.0,1979,0,47.7206,-122.284,22813.0
360000,2.0,0,1,0,2,5,6.0,1909,0,47.5588,-122.301,9410.0
548500,4.0,2,1,0,0,3,7.0,1976,0,47.5161,-122.388,10840.0
599000,3.0,1,1,0,0,4,7.0,1920,0,47.6746,-122.312,8708.0
615000,3.0,1,1,0,0,4,8.0,1978,0,47.6095,-122.059,25520.0
292000,3.0,1,1,0,0,3,7.0,1988,0,47.4838,-122.33,9240.0
899000,4.0,2,2,0,0,3,9.5,1988,0,47.6651,-122.056,38089.0
500000,3.0,1,1,0,0,4,7.0,1912,0,47.5434,-122.388,10920.0
580000,3.0,2,1,0,0,3,8.0,2003,0,47.6213,-122.064,15370.0
580000,4.0,2,2,0,0,3,9.0,1998,0,47.7386,-122.235,11948.0
594000,3.0,1,1,0,0,4,7.0,1920,0,47.6674,-122.365,7640.0
500000,3.0,2,1,0,0,3,7.0,1981,0,47.6966,-122.127,12480.0
550000,4.0,2,1,0,0,3,8.0,1988,0,47.5748,-122.013,12896.0
275000,3.0,1,1,0,0,4,8.0,1993,0,47.3531,-122.048,8620.0
390000,3.0,2,2,0,0,4,8.0,1983,0,47.4368,-122.162,11060.0
1129912,3.0,3,2,0,3,4,9.5,1910,0,47.5815,-122.398,16020.0
250000,3.0,2,2,0,0,3,7.0,1997,0,47.4989,-122.322,18460.0
405000,2.0,2,2,0,0,4,8.0,1979,0,47.6606,-122.128,8980.0
213950,3.0,1,1,0,0,3,6.0,1968,0,47.3018,-122.369,9860.0
232000,3.0,1,1,0,0,4,7.0,1963,0,47.3984,-122.186,14120.0
207000,3.0,1,1,0,0,4,6.0,1959,0,47.293,-122.215,12780.0
310000,3.0,1,1,0,0,3,8.0,1988,0,47.3515,-122.291,34106.0
540000,3.0,2,3,0,0,3,9.0,1990,0,47.5664,-122.359,10040.0
750000,4.0,1,1,0,2,3,7.0,1920,1990,47.6857,-122.353,8120.0
392500,4.0,2,2,0,0,3,8.0,2005,0,47.5109,-122.183,11603.0
305000,5.0,2,1,0,0,3,8.0,1962,0,47.3335,-122.325,17220.0
735000,3.0,2,2,0,0,3,9.0,1984,0,47.6617,-122.15,13937.0
575000,4.0,2,2,0,0,3,8.0,1990,0,47.6187,-122.04,10937.0
175000,2.0,1,1,0,0,3,6.0,1915,0,47.5664,-122.364,6320.0
291000,4.0,2,2,0,0,4,7.0,1984,0,47.3768,-122.118,9793.0
791500,4.0,2,2,0,0,3,9.5,1994,0,47.5862,-122.037,15470.0
475000,3.0,2,1,0,0,3,8.0,1951,0,47.7497,-122.284,13419.0
238950,2.0,1,1,0,0,3,7.0,1951,0,47.5012,-122.265,13780.0
470000,3.0,3,2,0,0,3,8.0,2000,0,47.6721,-122.374,3817.0
420000,4.0,1,1,0,0,3,8.0,1978,0,47.6262,-122.049,20084.0
